Agency_Text,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,ScaleSet_ID,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,Screening_Date,RecSupervisionLevel,Scale_ID,ScoreText
PRETRIAL,1,Caucasian,731173029.0,22,Intake,English,Pretrial,Jail Inmate,Single,1390988477.0,2,8,Medium
PRETRIAL,1,African-American,376505785.0,22,Intake,English,Pretrial,Jail Inmate,Single,1394123342.0,3,8,High
Probation,1,African-American,536574623.0,22,Intake,English,Post Sentence,Probation,Widowed,1373554510.0,2,8,Medium
PRETRIAL,1,Other,831473783.0,22,Intake,English,Pretrial,Jail Inmate,Single,1390724834.0,1,8,Low
Probation,0,Hispanic,500126372.0,22,Intake,English,Post Sentence,Probation,Single,1410527505.0,1,8,Low
PRETRIAL,1,Caucasian,823435571.0,22,Intake,English,Pretrial,Jail Inmate,Single,1401750186.0,3,8,High
PRETRIAL,1,Other,270364646.0,22,Intake,English,Pretrial,Jail Inmate,Single,1384613010.0,1,8,Low
PRETRIAL,1,African-American,543774116.0,22,Intake,English,Pretrial,Jail Inmate,Single,1360027482.0,1,8,Low
Probation,1,African-Am,310825823.0,17,Intake,English,Post Sentence,Probation,Single,1392289402.0,3,8,High
Probation,1,Caucasian,447676882.0,22,Intake,English,Post Sentence,Probation,Single,1405855508.0,1,8,Low
PRETRIAL,0,Hispanic,353304968.0,22,Intake,English,Other,Jail Inmate,Single,1397888706.0,2,8,Medium
Probation,1,Caucasian,511359262.0,22,Intake,English,Other,Probation,Single,1408962884.0,1,8,Low
Probation,1,African-American,136616467.0,22,Intake,English,Post Sentence,Probation,Single,1371554147.0,1,8,Low
PRETRIAL,1,African-American,477576336.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1409540328.0,3,8,High
PRETRIAL,1,African-American,3176409914.0,22,Intake,English,Pretrial,Jail Inmate,Married,1386675864.0,1,8,Medium
Probation,1,African-American,343456381.0,22,Intake,English,Other,Probation,Single,1372114222.0,1,8,Low
PRETRIAL,1,African-American,382613691.0,22,Intake,English,Pretrial,Jail Inmate,Single,1376526503.0,3,8,High
PRETRIAL,1,Caucasian,624194299.0,22,Intake,English,Pretrial,Jail Inmate,Single,1363657591.0,2,8,Medium
PRETRIAL,1,African-American,3253784907.0,22,Intake,English,Pretrial,Jail Inmate,Divorced,1409690249.0,1,8,Low
PRETRIAL,1,African-American,835801170.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1390198905.0,4,8,High
PRETRIAL,1,Caucasian,294920935.0,22,Intake,English,Pretrial,Jail Inmate,Single,1392866238.0,1,8,Low
PRETRIAL,1,Asian,457510935.0,22,Intake,English,Pretrial,Jail Inmate,Single,1389749309.0,1,8,Low
Probation,1,African-American,748398839.0,22,Intake,English,Post Sentence,Probation,Single,1367759970.0,2,8,Medium
PRETRIAL,1,African-American,446844505.0,22,Intake,English,Post Sentence,Probation,Single,1370724964.0,4,8,High
Probation,0,Other,544196710.0,17,Intake,English,Post Sentence,Probation,Widowed,1369470037.0,3,8,High
Probation,1,African-American,312255320.0,22,Intake,English,Post Sentence,Probation,Single,1393302614.0,3,8,High
PRETRIAL,1,Caucasian,387236986.0,22,Intake,English,Probation Violator,Residential Program,Married,1415941733.0,3,8,Medium
PRETRIAL,1,Caucasian,3279946482.0,22,Intake,English,Pretrial,Jail Inmate,Married,1417754602.0,1,8,Low
PRETRIAL,0,Hispanic,744459059.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1357459265.0,4,8,High
PRETRIAL,1,African-American,195222335.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1402330489.0,1,8,Low
PRETRIAL,1,Hispanic,509881972.0,22,Intake,English,Pretrial,Jail Inmate,Single,1368744446.0,1,8,Low
Probation,1,African-American,3169789205.0,22,Intake,English,Post Sentence,Probation,Widowed,1384433336.0,1,8,Low
PRETRIAL,1,African-American,2878043103.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1387267767.0,1,8,Low
Probation,1,Other,3117481368.0,22,Intake,English,Post Sentence,Probation,Single,1392362220.0,1,8,Low
PRETRIAL,1,Hispanic,2814526597.0,22,Intake,English,Pretrial,Jail Inmate,Single,1403387151.0,1,8,Low
Probation,1,Caucasian,3199672728.0,22,Intake,Spanish,Post Sentence,Probation,Single,1404406598.0,1,8,Low
Probation,1,African-American,2476532841.0,22,Intake,English,Post Sentence,Probation,Widowed,1357826548.0,2,8,Low
Probation,0,African-American,2825374455.0,22,Intake,English,Post Sentence,Probation,Single,1398863770.0,1,8,Low
DRRD,1,African-American,2038051181.0,17,Intake,English,Post Sentence,Probation,Single,1363545287.0,2,8,Medium
PRETRIAL,1,Caucasian,412571625.0,22,Intake,English,Probation Violator,Residential Program,Single,1359011780.0,3,8,High
Probation,1,Hispanic,3010962002.0,22,Intake,Spanish,Other,Probation,Single,1377760160.0,1,8,Low
Probation,1,Caucasian,252131688.0,22,Intake,English,Post Sentence,Probation,Divorced,1358000065.0,1,8,Low
Probation,0,Caucasian,2698389526.0,22,Intake,English,Post Sentence,Probation,Separated,1366009403.0,1,8,Low
PRETRIAL,1,African-American,131327839.0,22,Intake,English,Pretrial,Jail Inmate,Single,1359910647.0,1,8,Low
PRETRIAL,1,African-American,255586834.0,22,Intake,English,Pretrial,Jail Inmate,Single,1382945860.0,2,8,Medium
PRETRIAL,1,Other,2703124992.0,22,Intake,English,Pretrial,Jail Inmate,Single,1396508118.0,1,8,Low
PRETRIAL,1,African-American,830151610.0,22,Intake,English,Pretrial,Jail Inmate,Single,1372444639.0,3,8,High
PRETRIAL,0,African-American,135674020.0,22,Intake,English,Pretrial,Jail Inmate,Single,1357683631.0,1,8,Low
PRETRIAL,0,African-Am,2280109060.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1395101006.0,3,8,High
PRETRIAL,0,African-American,730376675.0,22,Intake,English,Pretrial,Jail Inmate,Single,1359095924.0,1,8,Low
PRETRIAL,1,Caucasian,792039026.0,22,Intake,English,Pretrial,Jail Inmate,Single,1378440264.0,2,8,Medium
PRETRIAL,0,Caucasian,3271365051.0,22,Intake,English,Pretrial,Jail Inmate,Single,1398262956.0,1,8,Low
Probation,1,Hispanic,383985042.0,22,Intake,English,Post Sentence,Probation,Single,1371754363.0,1,8,Low
PRETRIAL,1,Caucasian,528294377.0,22,Intake,English,Pretrial,Jail Inmate,Single,1409670424.0,1,8,Low
DRRD,0,African-Am,1894330819.0,17,Intake,Spanish,Conditional Release,Prison Inmate,Single,1376618667.0,3,8,High
Probation,1,African-American,2788998581.0,22,Intake,English,Post Sentence,Probation,Single,1392566966.0,1,8,Low
PRETRIAL,1,Caucasian,508690001.0,22,Intake,English,Pretrial,Jail Inmate,Single,1412638942.0,1,8,Medium
Probation,1,Caucasian,2657500600.0,22,Intake,English,Post Sentence,Probation,Married,1373771232.0,1,8,High
Probation,0,Caucasian,903437851.0,22,Intake,English,Post Sentence,Probation,Single,1388588778.0,2,8,Medium
Probation,1,Caucasian,3024534753.0,22,Intake,English,Other,Probation,Single,1363677907.0,1,8,Low
DRRD,1,Hispanic,2697250773.0,22,Intake,English,Pretrial,Jail Inmate,Single,1360476073.0,2,8,Medium
PRETRIAL,1,African-American,608732927.0,22,Intake,English,Pretrial,Jail Inmate,Single,1359465088.0,4,8,High
PRETRIAL,1,Hispanic,131452372.0,22,Intake,English,Pretrial,Jail Inmate,Married,1368172873.0,1,8,Low
PRETRIAL,1,African-American,2499786683.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1367063178.0,1,8,Low
DRRD,1,Asian,3104391182.0,17,Intake,English,Pretrial,Jail Inmate,Single,1370517658.0,4,8,High
PRETRIAL,1,African-American,578735083.0,22,Intake,English,Pretrial,Jail Inmate,Single,1368282089.0,2,8,Low
PRETRIAL,1,Hispanic,200346439.0,22,Intake,English,Pretrial,Jail Inmate,Single,1379571226.0,1,8,Medium
PRETRIAL,1,African-American,296833606.0,22,Intake,English,Pretrial,Jail Inmate,Single,1386912346.0,1,8,Low
PRETRIAL,1,Hispanic,621553286.0,22,Intake,English,Pretrial,Jail Inmate,Single,1362274685.0,1,8,Low
PRETRIAL,1,Hispanic,3115840251.0,22,Intake,English,Post Sentence,Probation,Single,1393560786.0,2,8,Low
PRETRIAL,0,Caucasian,845836195.0,22,Intake,English,Pretrial,Jail Inmate,Single,1365148848.0,3,8,High
PRETRIAL,1,African-American,409545466.0,22,Intake,English,Pretrial,Jail Inmate,Single,1363996743.0,3,8,High
PRETRIAL,1,African-American,2820675794.0,22,Intake,English,Pretrial,Pretrial Defendant,Married,1362712375.0,1,8,Medium
DRRD,1,Hispanic,2818859246.0,22,Intake,Spanish,Post Sentence,Probation,Single,1408235971.0,2,8,Medium
Probation,1,Hispanic,406631964.0,22,Intake,English,Post Sentence,Probation,Single,1403759322.0,1,8,Low
PRETRIAL,1,Caucasian,144503140.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1379715944.0,1,8,Medium
Probation,0,African-American,3095829935.0,22,Intake,English,Post Sentence,Probation,Single,1406573051.0,1,8,Low
PRETRIAL,0,Other,589238613.0,22,Intake,English,Pretrial,Jail Inmate,Single,1364013842.0,1,8,Low
Probation,0,Native American,3192413998.0,22,Intake,Spanish,Post Sentence,Probation,Single,1372415202.0,3,8,High
PRETRIAL,0,Hispanic,302179851.0,22,Intake,English,Post Sentence,Probation,Single,1407024251.0,1,8,Medium
PRETRIAL,1,Hispanic,397243156.0,22,Intake,English,Pretrial,Jail Inmate,Single,1378348965.0,1,8,Medium
Probation,1,Caucasian,3036658644.0,22,Intake,English,Post Sentence,Probation,Single,1400033504.0,1,8,Low
PRETRIAL,0,Caucasian,2572100116.0,22,Intake,English,Pretrial,Jail Inmate,Single,1412802930.0,1,8,Low
PRETRIAL,1,Caucasian,581907557.0,22,Intake,English,Pretrial,Jail Inmate,Single,1407688447.0,1,8,Low
PRETRIAL,1,African-American,842545638.0,17,Intake,English,Pretrial,Jail Inmate,Single,1402060917.0,3,8,High
PRETRIAL,1,Caucasian,621386621.0,22,Intake,English,Pretrial,Jail Inmate,Single,1416024521.0,1,8,Low
Probation,1,Hispanic,3182896532.0,22,Intake,English,Post Sentence,Probation,Divorced,1396372600.0,1,8,Low
PRETRIAL,1,Caucasian,733644154.0,22,Intake,English,Pretrial,Jail Inmate,Single,1415572626.0,3,8,High
DRRD,0,Hispanic,1311413969.0,17,Intake,English,Pretrial,Jail Inmate,Single,1392198768.0,2,8,Medium
Probation,1,Caucasian,2979077189.0,22,Intake,English,Other,Probation,Divorced,1379204633.0,1,8,Low
PRETRIAL,1,Hispanic,2572909893.0,22,Intake,English,Pretrial,Jail Inmate,Single,1412836975.0,1,8,Low
PRETRIAL,1,Caucasian,131767834.0,22,Intake,English,Pretrial,Jail Inmate,Single,1365209470.0,1,8,Low
PRETRIAL,0,African-American,580538026.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1410573438.0,2,8,Medium
Probation,1,Caucasian,480946234.0,22,Intake,English,Post Sentence,Probation,Single,1410899973.0,1,8,Low
PRETRIAL,0,African-American,399066483.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1399536212.0,1,8,Low
PRETRIAL,1,African-American,598736183.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1400041703.0,1,8,Low
PRETRIAL,1,Caucasian,3107768371.0,22,Intake,English,Post Sentence,Probation,Single,1397349336.0,2,8,Medium
Broward County,0,African-American,2103043612.0,17,Intake,English,Pretrial,Pretrial Defendant,Single,1360722682.0,2,8,Medium
PRETRIAL,1,Caucasian,650726580.0,22,Intake,English,Pretrial,Jail Inmate,Single,1394705886.0,1,8,Low
PRETRIAL,0,Caucasian,394265059.0,22,Intake,English,Pretrial,Jail Inmate,Single,1394517645.0,4,8,High
PRETRIAL,0,Hispanic,3210366666.0,22,Intake,English,Pretrial,Jail Inmate,Married,1366475757.0,1,8,Low
Probation,1,Hispanic,585191918.0,22,Intake,English,Post Sentence,Probation,Single,1389737997.0,1,8,Low
Probation,0,Caucasian,795576429.0,17,Intake,English,Post Sentence,Probation,Single,1400642828.0,4,8,High
PRETRIAL,1,African-American,708997345.0,22,Intake,English,Pretrial,Jail Inmate,Single,1413780610.0,2,8,Medium
Probation,0,African-American,1096992185.0,22,Intake,English,Post Sentence,Probation,Single,1359461453.0,2,8,Medium
PRETRIAL,1,African-American,505714695.0,22,Intake,English,Pretrial,Jail Inmate,Single,1362037051.0,1,8,Low
PRETRIAL,1,Caucasian,564457317.0,22,Intake,English,Pretrial,Probation,Divorced,1381647149.0,1,8,Low
PRETRIAL,0,African-American,2234906715.0,17,Intake,Spanish,Pretrial,Jail Inmate,Single,1391232031.0,3,8,High
PRETRIAL,1,Caucasian,486549046.0,22,Intake,English,Pretrial,Jail Inmate,Single,1365333735.0,1,8,Low
PRETRIAL,1,African-American,497479982.0,22,Intake,English,Post Sentence,Probation,Single,1410000663.0,2,8,Medium
Probation,1,Caucasian,1920807394.0,22,Intake,Spanish,Post Sentence,Probation,Married,1406106330.0,1,8,Low
PRETRIAL,1,African-American,2967595301.0,22,Intake,English,Pretrial,Jail Inmate,Single,1407564613.0,2,8,Medium
PRETRIAL,1,Caucasian,464380240.0,22,Intake,English,Pretrial,Pretrial Defendant,Married,1361777827.0,1,8,Low
PRETRIAL,1,Caucasian,243081245.0,22,Intake,English,Post Sentence,Jail Inmate,Married,1371757057.0,1,8,Low
Probation,1,Caucasian,393324602.0,22,Intake,English,Post Sentence,Probation,Single,1378550124.0,2,8,Medium
PRETRIAL,0,Caucasian,860316193.0,22,Intake,English,Pretrial,Jail Inmate,Married,1357578225.0,1,8,Low
PRETRIAL,1,Hispanic,147823650.0,22,Intake,English,Pretrial,Jail Inmate,Single,1406326367.0,1,8,Low
Probation,1,Caucasian,302290489.0,22,Intake,English,Post Sentence,Probation,Single,1363413903.0,1,8,Low
Probation,1,African-American,519041081.0,22,Intake,English,Post Sentence,Probation,Married,1388055722.0,1,8,Low
PRETRIAL,1,African-American,360366264.0,22,Intake,English,Pretrial,Jail Inmate,Single,1370468998.0,2,8,Medium
DRRD,1,Arabic,146079515.0,17,Intake,English,Other,Prison Inmate,Married,1393429167.0,1,8,Low
PRETRIAL,1,African-American,2487593014.0,17,Intake,English,Pretrial,Jail Inmate,Single,1416158350.0,4,8,High
PRETRIAL,1,Caucasian,728545020.0,22,Intake,English,Pretrial,Jail Inmate,Married,1362581873.0,1,8,Low
Probation,1,Caucasian,263851999.0,22,Intake,English,Post Sentence,Probation,Single,1357407196.0,1,8,Low
PRETRIAL,1,Caucasian,468966850.0,22,Intake,English,Deferred Sentencing,Pretrial Defendant,Single,1375113871.0,1,8,Low
Probation,0,African-American,703172167.0,22,Intake,English,Post Sentence,Probation,Single,1376400568.0,2,8,Medium
Probation,1,Caucasian,1359030711.0,22,Intake,Spanish,Probation Violator,Parole,Single,1378789178.0,3,8,Medium
PRETRIAL,1,Hispanic,492843120.0,22,Intake,English,Pretrial,Jail Inmate,Single,1368135423.0,2,8,Medium
PRETRIAL,1,Hispanic,281702039.0,22,Intake,English,Pretrial,Jail Inmate,Single,1411828754.0,1,8,Low
Probation,1,African-American,3139121562.0,22,Intake,English,Post Sentence,Probation,Single,1370808401.0,2,8,Low
Probation,1,Hispanic,2618144197.0,22,Intake,English,Post Sentence,Probation,Single,1405115509.0,1,8,Low
PRETRIAL,1,African-American,780182410.0,22,Intake,English,Pretrial,Jail Inmate,Single,1395111383.0,4,8,High
PRETRIAL,0,Caucasian,481450905.0,22,Intake,English,Pretrial,Jail Inmate,Single,1379522710.0,1,8,Low
PRETRIAL,1,African-American,787268043.0,22,Intake,English,Post Sentence,Probation,Single,1378491576.0,2,8,Low
Probation,1,Caucasian,302275911.0,22,Intake,English,Post Sentence,Probation,Single,1390208750.0,1,8,Low
PRETRIAL,1,Caucasian,705437347.0,22,Intake,English,Pretrial,Jail Inmate,Single,1358611655.0,2,8,Medium
PRETRIAL,1,African-American,2689104275.0,22,Intake,English,Pretrial,Jail Inmate,Single,1379547579.0,2,8,Medium
PRETRIAL,0,African-American,567906833.0,22,Intake,English,Pretrial,Jail Inmate,Single,1391205502.0,3,8,High
PRETRIAL,1,Other,563203590.0,22,Intake,English,Pretrial,Jail Inmate,Single,1366245721.0,1,8,Low
PRETRIAL,0,Hispanic,3117402139.0,22,Intake,English,Pretrial,Jail Inmate,Single,1377936332.0,1,8,Medium
PRETRIAL,1,Hispanic,3088570364.0,22,Intake,English,Pretrial,Jail Inmate,Single,1385962762.0,1,8,Low
PRETRIAL,0,Hispanic,2964763667.0,22,Intake,English,Post Sentence,Probation,Single,1365363150.0,1,8,Low
PRETRIAL,1,Caucasian,687518355.0,22,Intake,English,Pretrial,Jail Inmate,Married,1375854285.0,1,8,Low
PRETRIAL,1,Hispanic,3129167900.0,22,Intake,English,Pretrial,Jail Inmate,Single,1415659241.0,2,8,Medium
Probation,1,Caucasian,1283101677.0,17,Intake,English,Post Sentence,Probation,Single,1390382143.0,4,8,High
PRETRIAL,0,African-American,661760824.0,22,Intake,English,Post Sentence,Probation,Single,1377514788.0,4,8,High
PRETRIAL,0,Caucasian,3276589172.0,22,Intake,English,Pretrial,Jail Inmate,Single,1364405630.0,1,8,Low
PRETRIAL,0,African-American,2717216697.0,17,Intake,English,Pretrial,Jail Inmate,Single,1391578282.0,1,8,Low
PRETRIAL,1,Caucasian,484426371.0,22,Intake,English,Pretrial,Jail Inmate,Single,1359974526.0,1,8,Low
PRETRIAL,1,African-American,567984676.0,22,Intake,English,Pretrial,Jail Inmate,Married,1379124200.0,1,8,Low
Probation,1,African-American,586924411.0,22,Intake,English,Post Sentence,Probation,Single,1405663006.0,2,8,Medium
PRETRIAL,1,Caucasian,133594928.0,22,Intake,English,Pretrial,Jail Inmate,Separated,1376560224.0,1,8,Medium
Probation,1,African-American,596579128.0,22,Intake,English,Post Sentence,Probation,Single,1412763560.0,3,8,High
PRETRIAL,1,Other,555825000.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1414122692.0,1,8,Medium
PRETRIAL,0,African-American,2965666383.0,22,Intake,English,Pretrial,Jail Inmate,Single,1365028115.0,1,8,Medium
Probation,1,Caucasian,544129542.0,22,Intake,English,Post Sentence,Probation,Single,1390674772.0,2,8,Medium
Probation,0,African-American,600809747.0,22,Intake,English,Post Sentence,Probation,Single,1415523745.0,1,8,Low
Probation,1,Caucasian,706610028.0,22,Intake,English,Post Sentence,Probation,Single,1383144216.0,4,8,High
PRETRIAL,1,Caucasian,2844327302.0,22,Intake,English,Pretrial,Jail Inmate,Single,1364941209.0,1,8,Low
PRETRIAL,1,Hispanic,3122300158.0,22,Intake,English,Pretrial,Jail Inmate,Single,1415794176.0,1,8,Low
PRETRIAL,1,Caucasian,904432759.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1362679569.0,2,8,Medium
PRETRIAL,1,Caucasian,2944366562.0,22,Intake,English,Pretrial,Jail Inmate,Single,1386410051.0,1,8,Low
PRETRIAL,1,African-American,2920368038.0,17,Intake,English,Pretrial,Jail Inmate,Single,1399709751.0,1,8,Low
Probation,1,Hispanic,2848534338.0,22,Intake,English,Post Sentence,Probation,Single,1383341727.0,1,8,Low
PRETRIAL,1,African-American,430222833.0,22,Intake,English,Pretrial,Jail Inmate,Single,1388820357.0,1,8,Low
Probation,1,African-American,3096131870.0,22,Intake,English,Post Sentence,Probation,Divorced,1390262627.0,1,8,Low
PRETRIAL,0,Caucasian,384037638.0,22,Intake,English,Pretrial,Jail Inmate,Single,1379716875.0,2,8,Medium
PRETRIAL,0,Caucasian,468771302.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1380037939.0,1,8,Low
DRRD,1,African-American,946586770.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1408950737.0,4,8,High
PRETRIAL,1,African-American,373464691.0,22,Intake,English,Pretrial,Jail Inmate,Single,1391364495.0,1,8,Low
PRETRIAL,1,Caucasian,3059949652.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1404091849.0,1,8,Medium
PRETRIAL,0,African-American,663958963.0,22,Intake,English,Pretrial,Jail Inmate,Single,1372598487.0,1,8,Low
Broward County,1,Hispanic,570157724.0,17,Intake,English,Pretrial,Jail Inmate,Single,1398807781.0,2,8,Medium
Broward County,0,African-American,3231157180.0,22,Intake,English,Pretrial,Jail Inmate,Single,1399385110.0,3,8,High
PRETRIAL,0,Caucasian,3007053594.0,22,Intake,English,Pretrial,Jail Inmate,Married,1391932142.0,1,8,Medium
PRETRIAL,1,African-American,1551023996.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1366968594.0,2,8,Low
Probation,1,Hispanic,2904294135.0,22,Intake,English,Post Sentence,Probation,Single,1394765030.0,1,8,Low
Broward County,1,Native American,809338742.0,17,Intake,English,Pretrial,Pretrial Defendant,Single,1374304448.0,2,8,Low
Probation,1,African-American,739983032.0,17,Intake,English,Post Sentence,Probation,Single,1383375424.0,4,8,High
PRETRIAL,1,African-American,3003290299.0,22,Intake,English,Pretrial,Jail Inmate,Single,1365156889.0,1,8,Low
PRETRIAL,1,Other,528363142.0,22,Intake,English,Pretrial,Jail Inmate,Single,1412903740.0,1,8,Low
PRETRIAL,1,African-American,1104162423.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1363053728.0,3,8,High
Probation,1,African-American,752115492.0,22,Intake,English,Post Sentence,Probation,Single,1400229931.0,4,8,High
PRETRIAL,0,Caucasian,858810487.0,22,Intake,English,Pretrial,Jail Inmate,Married,1389031265.0,3,8,High
Probation,0,Caucasian,402838343.0,22,Intake,English,Post Sentence,Probation,Single,1358378263.0,2,8,Medium
Probation,1,Other,2949115550.0,22,Intake,English,Other,Probation,Single,1409776342.0,1,8,Low
Probation,1,Caucasian,3037951776.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1395045205.0,3,8,High
PRETRIAL,0,African-American,528064475.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1379218345.0,1,8,Medium
PRETRIAL,1,African-American,354959798.0,22,Intake,English,Pretrial,Jail Inmate,Single,1403630467.0,2,8,Medium
Probation,0,Caucasian,381694508.0,22,Intake,English,Post Sentence,Probation,Single,1358145278.0,1,8,Medium
PRETRIAL,1,Hispanic,494616456.0,22,Intake,English,Pretrial,Jail Inmate,Married,1366020057.0,1,8,Medium
PRETRIAL,1,African-American,729273882.0,22,Intake,English,Pretrial,Jail Inmate,Single,1360320097.0,3,8,High
PRETRIAL,1,Hispanic,183855780.0,22,Intake,English,Pretrial,Jail Inmate,Single,1366252791.0,1,8,Low
PRETRIAL,1,African-American,721293090.0,22,Intake,English,Pretrial,Jail Inmate,Married,1368361352.0,1,8,Low
PRETRIAL,0,Hispanic,286648872.0,22,Intake,English,Pretrial,Jail Inmate,Married,1417589185.0,1,8,Low
Probation,1,Caucasian,341397628.0,22,Intake,English,Other,Probation,Widowed,1401025737.0,1,8,Low
PRETRIAL,1,African-American,833084610.0,22,Intake,English,Pretrial,Jail Inmate,Single,1392678636.0,3,8,High
PRETRIAL,1,African-American,583968999.0,22,Intake,English,Pretrial,Jail Inmate,Married,1399325946.0,1,8,Low
PRETRIAL,1,African-American,2764746885.0,22,Intake,English,Pretrial,Jail Inmate,Single,1408607496.0,1,8,Low
PRETRIAL,0,Caucasian,2766551618.0,22,Intake,English,Pretrial,Jail Inmate,Married,1409545802.0,1,8,Medium
PRETRIAL,0,Oriental,700033551.0,22,Intake,English,Pretrial,Jail Inmate,Single,1415984139.0,4,8,High
Probation,0,African-American,426137491.0,22,Intake,English,Post Sentence,Probation,Single,1406440232.0,2,8,Low
PRETRIAL,0,African-American,1029529302.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1395793230.0,2,8,Medium
Probation,1,Caucasian,541434153.0,22,Intake,English,Post Sentence,Probation,Married,1401314118.0,1,8,Low
PRETRIAL,1,African-American,1060444850.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1376055177.0,2,8,Medium
Probation,0,Other,246807933.0,22,Intake,English,Other,Probation,Single,1394430580.0,1,8,Low
PRETRIAL,0,African-American,917482192.0,22,Intake,Spanish,Pretrial,Jail Inmate,Separated,1410553220.0,2,8,Medium
PRETRIAL,1,African-American,3103390603.0,22,Intake,English,Pretrial,Jail Inmate,Married,1380225132.0,1,8,Low
PRETRIAL,1,Caucasian,787058819.0,22,Intake,English,Pretrial,Jail Inmate,Single,1378375868.0,1,8,Low
PRETRIAL,0,African-American,875446498.0,22,Intake,English,Pretrial,Jail Inmate,Single,1357771018.0,2,8,Medium
Probation,1,African-American,2873777930.0,22,Intake,English,Other,Probation,Single,1360274507.0,1,8,Low
PRETRIAL,0,African-American,2239317556.0,22,Intake,Spanish,Pretrial,Pretrial Defendant,Single,1376595682.0,3,8,High
PRETRIAL,0,African-American,781640788.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1363413178.0,2,8,Medium
PRETRIAL,0,Caucasian,825032927.0,22,Intake,English,Other,Jail Inmate,Married,1361023237.0,2,8,Medium
Probation,0,Hispanic,3124032583.0,22,Intake,English,Post Sentence,Probation,Single,1367311280.0,1,8,Low
PRETRIAL,1,Caucasian,730114384.0,22,Intake,English,Pretrial,Jail Inmate,Single,1364854919.0,1,8,Low
PRETRIAL,1,Hispanic,873610893.0,22,Intake,English,Other,Prison Inmate,Single,1376731844.0,3,8,High
PRETRIAL,1,Caucasian,3067781664.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1404976531.0,1,8,Low
Probation,0,Caucasian,2842425279.0,22,Intake,English,Parole Violator,Residential Program,Widowed,1391532518.0,1,8,Medium
PRETRIAL,1,African-American,293981034.0,22,Intake,English,Pretrial,Jail Inmate,Single,1362188171.0,3,8,High
Probation,0,Oriental,431182193.0,17,Intake,English,Post Sentence,Probation,Single,1370313924.0,1,8,Low
PRETRIAL,1,African-American,427367981.0,22,Intake,English,Pretrial,Jail Inmate,Single,1412130543.0,3,8,High
Probation,1,African-American,284364188.0,22,Intake,English,Pretrial,Jail Inmate,Single,1381137669.0,3,8,High
Probation,1,Caucasian,427768589.0,22,Intake,English,Other,Probation,Single,1391189737.0,1,8,Low
Probation,1,Caucasian,559955739.0,22,Intake,English,Post Sentence,Probation,Single,1416862916.0,2,8,Medium
Probation,1,African-American,2824133362.0,17,Intake,English,Post Sentence,Probation,Single,1377864979.0,1,8,Low
PRETRIAL,1,African-American,623915238.0,22,Intake,English,Pretrial,Jail Inmate,Single,1408028466.0,3,8,Medium
PRETRIAL,1,Caucasian,627409698.0,22,Intake,English,Post Sentence,Probation,Single,1389259366.0,3,8,High
PRETRIAL,1,Hispanic,2849041531.0,22,Intake,English,Pretrial,Jail Inmate,Divorced,1412744314.0,1,8,Low
PRETRIAL,1,Hispanic,268681267.0,22,Intake,English,Pretrial,Jail Inmate,Married,1404635575.0,1,8,Medium
Probation,1,African-American,666036758.0,22,Intake,English,Post Sentence,Probation,Single,1407155498.0,1,8,Low
PRETRIAL,1,African-American,211193312.0,22,Intake,English,Pretrial,Jail Inmate,Married,1378151759.0,1,8,Low
PRETRIAL,1,Caucasian,3191074810.0,22,Intake,English,Pretrial,Jail Inmate,Single,1376774518.0,3,8,High
PRETRIAL,1,African-American,515024740.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1395458920.0,3,8,High
PRETRIAL,1,African-American,639154630.0,22,Intake,English,Pretrial,Jail Inmate,Single,1374950601.0,4,8,High
PRETRIAL,1,Caucasian,175951343.0,22,Intake,English,Pretrial,Jail Inmate,Married,1361924054.0,1,8,Medium
PRETRIAL,1,African-American,323846477.0,22,Intake,English,Pretrial,Jail Inmate,Single,1382822081.0,3,8,High
PRETRIAL,1,African-American,644533604.0,22,Intake,English,Pretrial,Jail Inmate,Single,1395155190.0,2,8,Medium
