Agency_Text,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,ScaleSet_ID,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,Screening_Date,RecSupervisionLevel,Scale_ID,ScoreText
Probation,1,Hispanic,686375575.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1358445955.0,1,8,Medium
PRETRIAL,1,Hispanic,461776085.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1357498279.0,1,8,Medium
PRETRIAL,1,Oriental,19261310.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1357398042.0,1,8,Medium
Probation,0,Hispanic,387073944.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358349243.0,1,8,Medium
PRETRIAL,1,Hispanic,389250207.0,17,Intake,English,Post Sentence,Probation,Widowed,1357473401.0,1,8,Medium
PRETRIAL,0,African-American,-277413430.0,17,Intake,English,Pretrial,Jail Inmate,Divorced,1358607589.0,1,8,Medium
PRETRIAL,1,Caucasian,54843543.0,17,Intake,English,Post Sentence,Probation,Single,1358470447.0,4,8,Medium
PRETRIAL,0,African-American,302803611.0,22,Intake,English,Post Sentence,Residential Program,Divorced,1357393700.0,1,8,Medium
PRETRIAL,1,Hispanic,477828818.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1359461546.0,2,8,Low
PRETRIAL,1,African-American,-952263605.0,17,Intake,English,Pretrial,Jail Inmate,Single,1358492202.0,4,8,Medium
PRETRIAL,1,Hispanic,464991778.0,17,Intake,English,Post Sentence,Residential Program,Single,1359449288.0,1,8,Medium
PRETRIAL,0,Hispanic,-715619258.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1359423939.0,1,8,Medium
PRETRIAL,0,African-American,282335035.0,17,Intake,English,Post Sentence,Probation,Widowed,1357493196.0,4,8,Low
PRETRIAL,0,Hispanic,405305637.0,17,Intake,English,Post Sentence,Probation,Widowed,1358321557.0,1,8,Medium
PRETRIAL,0,Caucasian,-194594881.0,17,Intake,English,Post Sentence,Residential Program,Single,1357425810.0,1,8,Low
Probation,1,Hispanic,-880939919.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1357451179.0,4,8,Medium
PRETRIAL,0,African-American,-770782963.0,17,Intake,English,Post Sentence,Residential Program,Single,1358477221.0,1,8,Medium
PRETRIAL,0,Hispanic,-948838404.0,17,Intake,English,Pretrial,Jail Inmate,Single,1358405082.0,1,8,Medium
PRETRIAL,1,Oriental,327625368.0,17,Intake,English,Post Sentence,Probation,Single,1358253166.0,3,8,Low
PRETRIAL,1,African-American,444057693.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358442765.0,2,8,Medium
PRETRIAL,0,African-American,412759824.0,17,Intake,English,Post Sentence,Residential Program,Single,1357492173.0,1,8,Low
PRETRIAL,0,Hispanic,-872745546.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358336423.0,1,8,Medium
PRETRIAL,1,Hispanic,-6493352.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1359457760.0,4,8,Medium
PRETRIAL,1,Caucasian,-960672729.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1358455133.0,1,8,Medium
PRETRIAL,1,Hispanic,-237081855.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1358438743.0,1,8,Medium
PRETRIAL,1,African-American,-892413435.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358593330.0,2,8,Low
Probation,0,Caucasian,331488544.0,17,Intake,English,Pretrial,Probation,Single,1358282419.0,1,8,Medium
PRETRIAL,0,African-American,-865054402.0,17,Intake,English,Post Sentence,Residential Program,Single,1358362919.0,4,8,Low
PRETRIAL,1,African-American,473699149.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358410866.0,1,8,Medium
Probation,0,African-American,367708378.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1359497103.0,1,8,Medium
PRETRIAL,1,Caucasian,-958258365.0,17,Intake,English,Post Sentence,Residential Program,Single,1357490312.0,2,8,Medium
PRETRIAL,0,Oriental,-1194527032.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1359388482.0,1,8,Medium
PRETRIAL,0,African-American,758400628.0,17,Intake,English,Post Sentence,Residential Program,Single,1357430388.0,4,8,Low
Probation,1,Caucasian,-895054983.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357467453.0,1,8,Low
PRETRIAL,1,Hispanic,-889181854.0,17,Intake,English,Pretrial,Jail Inmate,Widowed,1359435053.0,4,8,Medium
PRETRIAL,1,Oriental,-869566989.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1359442475.0,1,8,Low
PRETRIAL,1,African-American,442961084.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357475319.0,3,8,Low
PRETRIAL,0,Oriental,312331819.0,22,Intake,English,Post Sentence,Residential Program,Divorced,1357462561.0,3,8,Low
Probation,0,African-American,-288886110.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1358621779.0,2,8,Low
PRETRIAL,0,Caucasian,-13764793.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357394847.0,3,8,Low
PRETRIAL,1,Caucasian,-902086396.0,17,Intake,English,Pretrial,Jail Inmate,Divorced,1357489944.0,1,8,Medium
PRETRIAL,0,African-American,-34265281.0,17,Intake,English,Post Sentence,Probation,Divorced,1357490498.0,1,8,Medium
PRETRIAL,0,Asian,-843979583.0,22,Intake,English,Post Sentence,Residential Program,Single,1357453761.0,1,8,Medium
PRETRIAL,1,Caucasian,-928230666.0,17,Intake,English,Post Sentence,Probation,Single,1359496532.0,4,8,Medium
PRETRIAL,1,Hispanic,355319487.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358282856.0,1,8,Medium
Probation,0,Oriental,-888548976.0,17,Intake,English,Pretrial,Residential Program,Divorced,1357484710.0,1,8,Low
Probation,0,Hispanic,411853333.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1357471141.0,1,8,Medium
PRETRIAL,1,Hispanic,-795598435.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1357450622.0,1,8,Medium
Probation,0,Hispanic,-340071204.0,17,Intake,English,Pretrial,Jail Inmate,Single,1357385594.0,1,8,Medium
PRETRIAL,0,Asian,393882763.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358756095.0,1,8,Low
Probation,1,African-American,-655315504.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1358377854.0,4,8,Medium
Probation,0,Caucasian,406832455.0,22,Intake,English,Pretrial,Probation,Divorced,1358282590.0,1,8,Low
PRETRIAL,0,Hispanic,417679084.0,17,Intake,English,Post Sentence,Residential Program,Single,1358471988.0,1,8,Low
PRETRIAL,1,African-American,433516302.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357422676.0,4,8,Medium
Probation,1,African-American,407231873.0,17,Intake,English,Post Sentence,Probation,Widowed,1359475868.0,1,8,Low
PRETRIAL,1,Hispanic,-913324565.0,17,Intake,English,Post Sentence,Probation,Divorced,1358454860.0,1,8,Medium
Probation,0,African-American,-10481576.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357423007.0,3,8,Medium
PRETRIAL,1,Hispanic,278925375.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358486745.0,4,8,Low
PRETRIAL,0,African-American,292458320.0,17,Intake,English,Post Sentence,Residential Program,Single,1357379053.0,4,8,Medium
PRETRIAL,1,African-American,430895450.0,22,Intake,English,Probation Violator,Residential Program,Single,1357432534.0,1,8,Medium
PRETRIAL,1,African-American,-955284657.0,17,Intake,English,Pretrial,Residential Program,Divorced,1357478204.0,1,8,Medium
Probation,1,Oriental,-921042171.0,17,Intake,English,Pretrial,Residential Program,Single,1359394607.0,1,8,Medium
PRETRIAL,0,African-American,410850163.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1357463250.0,1,8,Medium
PRETRIAL,1,African-American,419732732.0,22,Intake,English,Post Sentence,Residential Program,Divorced,1358417586.0,4,8,Medium
PRETRIAL,1,Hispanic,-952344016.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357377284.0,1,8,Low
PRETRIAL,1,African-American,58450501.0,17,Intake,English,Post Sentence,Probation,Widowed,1357433588.0,1,8,Low
PRETRIAL,0,Hispanic,322796590.0,17,Intake,English,Post Sentence,Probation,Divorced,1357439598.0,1,8,Low
PRETRIAL,0,Hispanic,-875941537.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1357379450.0,1,8,Medium
PRETRIAL,1,Hispanic,-655901275.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358447378.0,2,8,Low
PRETRIAL,1,Oriental,229485.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1359422247.0,2,8,Low
PRETRIAL,0,Hispanic,-707129349.0,17,Intake,English,Post Sentence,Residential Program,Single,1357374803.0,4,8,Medium
PRETRIAL,1,African-American,346042569.0,17,Intake,English,Post Sentence,Residential Program,Single,1358400380.0,1,8,Medium
Probation,0,Hispanic,-1227769285.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1359392602.0,1,8,Low
Probation,1,Hispanic,-725387205.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1359446449.0,1,8,Medium
Probation,1,Hispanic,-886874333.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1357379642.0,1,8,Low
Probation,1,African-American,56981309.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1359494996.0,4,8,Medium
PRETRIAL,0,Hispanic,471767060.0,17,Intake,English,Post Sentence,Residential Program,Single,1357480109.0,1,8,Medium
PRETRIAL,1,Hispanic,-898004111.0,17,Intake,English,Post Sentence,Residential Program,Single,1357492667.0,1,8,Medium
PRETRIAL,0,Hispanic,-923885986.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358541198.0,1,8,Low
PRETRIAL,1,Hispanic,374376350.0,17,Intake,English,Pretrial,Residential Program,Single,1357487652.0,2,8,Low
PRETRIAL,1,Caucasian,339786011.0,17,Intake,English,Post Sentence,Probation,Single,1357497555.0,1,8,Low
PRETRIAL,1,Hispanic,-28398148.0,22,Intake,English,Post Sentence,Jail Inmate,Divorced,1358597566.0,1,8,Medium
PRETRIAL,1,Hispanic,385722532.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358410942.0,1,8,Low
PRETRIAL,0,Oriental,-267046680.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1358335249.0,1,8,Medium
PRETRIAL,1,Hispanic,-956284886.0,22,Intake,English,Pretrial,Jail Inmate,Single,1358325825.0,1,8,Medium
PRETRIAL,0,Hispanic,274761807.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1358427119.0,1,8,Medium
PRETRIAL,0,Hispanic,5397845.0,17,Intake,English,Pretrial,Jail Inmate,Divorced,1359417068.0,1,8,Low
PRETRIAL,0,African-American,18298638.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358258698.0,1,8,Medium
PRETRIAL,0,Caucasian,-92006812.0,17,Intake,English,Post Sentence,Probation,Single,1358266908.0,1,8,Low
PRETRIAL,0,African-American,427347465.0,22,Intake,English,Pretrial,Probation,Single,1357391022.0,3,8,Low
PRETRIAL,0,African-American,-902316887.0,17,Intake,English,Post Sentence,Probation,Single,1357434486.0,4,8,Medium
PRETRIAL,0,Asian,-892588014.0,22,Intake,English,Pretrial,Jail Inmate,Widowed,1359459136.0,4,8,Low
PRETRIAL,1,African-American,-918994779.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1357469962.0,1,8,Medium
Probation,0,Hispanic,-924632020.0,17,Intake,English,Pretrial,Residential Program,Widowed,1358382332.0,2,8,Low
PRETRIAL,1,Hispanic,66673644.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358604961.0,1,8,Medium
PRETRIAL,1,African-American,-8295946.0,17,Intake,English,Pretrial,Jail Inmate,Single,1357379686.0,1,8,Medium
PRETRIAL,1,African-American,-882510466.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1358446004.0,1,8,Low
PRETRIAL,1,African-American,-299881807.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1358344427.0,1,8,Low
PRETRIAL,1,Hispanic,-616508122.0,17,Intake,English,Post Sentence,Residential Program,Single,1357453319.0,1,8,Medium
PRETRIAL,0,African-American,-749916560.0,17,Intake,English,Post Sentence,Probation,Divorced,1358871296.0,1,8,Medium
PRETRIAL,1,African-American,465985218.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1358294384.0,1,8,Medium
PRETRIAL,1,Oriental,-684158810.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358324599.0,1,8,Medium
PRETRIAL,1,Hispanic,367003502.0,17,Intake,English,Probation Violator,Jail Inmate,Single,1358386853.0,4,8,Medium
PRETRIAL,1,African-American,-916050401.0,17,Intake,English,Post Sentence,Probation,Divorced,1358321331.0,1,8,Low
PRETRIAL,0,Hispanic,-274563666.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358353090.0,1,8,Medium
PRETRIAL,1,Oriental,389250866.0,17,Intake,English,Probation Violator,Jail Inmate,Divorced,1358401737.0,1,8,Medium
PRETRIAL,0,Caucasian,-921579607.0,17,Intake,English,Post Sentence,Residential Program,Single,1357406934.0,1,8,Low
PRETRIAL,0,African-American,-735142590.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358589507.0,1,8,Medium
PRETRIAL,1,African-American,-30843740.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358533566.0,1,8,Medium
PRETRIAL,0,Asian,-864904080.0,17,Intake,English,Pretrial,Residential Program,Divorced,1358534238.0,2,8,Medium
PRETRIAL,1,Hispanic,296199627.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358618961.0,1,8,Medium
PRETRIAL,0,African-American,-947505627.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358501577.0,3,8,Medium
PRETRIAL,1,Hispanic,397397575.0,17,Intake,English,Post Sentence,Probation,Divorced,1358771763.0,2,8,Medium
PRETRIAL,1,African-American,-717542511.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1357487012.0,4,8,Medium
PRETRIAL,0,Caucasian,-906283854.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1359447966.0,1,8,Medium
PRETRIAL,1,Hispanic,-946992476.0,17,Intake,English,Pretrial,Residential Program,Widowed,1358256036.0,1,8,Medium
PRETRIAL,0,African-American,-654617290.0,17,Intake,English,Post Sentence,Residential Program,Single,1358449832.0,2,8,Medium
PRETRIAL,0,Hispanic,375244884.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357454613.0,1,8,Medium
PRETRIAL,0,Oriental,-947294640.0,17,Intake,English,Pretrial,Jail Inmate,Single,1357378474.0,1,8,Medium
PRETRIAL,1,African-American,-920760061.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1357469164.0,1,8,Medium
PRETRIAL,0,Hispanic,447061066.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1357476694.0,1,8,Low
PRETRIAL,0,Hispanic,364390887.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358510735.0,4,8,Low
PRETRIAL,0,African-American,-911537636.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358582992.0,1,8,Low
PRETRIAL,1,African-American,-868089682.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358308396.0,1,8,Medium
Probation,0,African-American,410225670.0,17,Intake,English,Post Sentence,Jail Inmate,Separated,1358406387.0,3,8,Low
PRETRIAL,1,Hispanic,-911224898.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357431702.0,1,8,Medium
PRETRIAL,0,Oriental,-911203702.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1359398688.0,4,8,Low
PRETRIAL,1,Hispanic,755179786.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358418282.0,1,8,Medium
PRETRIAL,0,Hispanic,-941772534.0,17,Intake,English,Post Sentence,Probation,Divorced,1357456324.0,4,8,Medium
PRETRIAL,0,Caucasian,-899752932.0,17,Intake,English,Pretrial,Jail Inmate,Single,1359438414.0,4,8,Medium
PRETRIAL,1,Hispanic,-733953335.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358446126.0,4,8,Medium
PRETRIAL,1,African-American,-721438811.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358319283.0,1,8,Medium
PRETRIAL,0,Hispanic,476185383.0,17,Intake,English,Pretrial,Residential Program,Single,1357477044.0,1,8,Medium
PRETRIAL,1,Hispanic,-869948473.0,17,Intake,English,Pretrial,Residential Program,Single,1357417259.0,1,8,Medium
Probation,0,Oriental,-878283744.0,17,Intake,English,Post Sentence,Residential Program,Single,1357476088.0,1,8,Low
PRETRIAL,1,African-American,-958931894.0,22,Intake,English,Post Sentence,Probation,Single,1358261221.0,4,8,Low
Probation,1,African-American,392286219.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357427826.0,1,8,Low
PRETRIAL,0,African-American,-730026414.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357418379.0,1,8,Medium
PRETRIAL,0,Oriental,-881782307.0,17,Intake,English,Post Sentence,Probation,Single,1357430814.0,3,8,Medium
Probation,1,Hispanic,51616124.0,17,Intake,English,Post Sentence,Probation,Divorced,1357478662.0,1,8,Low
PRETRIAL,0,African-American,-181202128.0,17,Intake,English,Post Sentence,Residential Program,Single,1358565953.0,1,8,Medium
PRETRIAL,0,Hispanic,-888586873.0,17,Intake,English,Post Sentence,Probation,Divorced,1358500162.0,1,8,Medium
PRETRIAL,1,Caucasian,47980909.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1357482164.0,1,8,Low
Probation,0,African-American,-955748746.0,17,Intake,English,Pretrial,Residential Program,Single,1357389129.0,1,8,Medium
PRETRIAL,1,African-American,-953864671.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358792020.0,2,8,Medium
PRETRIAL,1,Oriental,-254781677.0,17,Intake,English,Pretrial,Probation,Divorced,1358379327.0,1,8,Medium
PRETRIAL,0,African-American,-958525117.0,22,Intake,English,Post Sentence,Residential Program,Divorced,1358468405.0,1,8,Low
PRETRIAL,0,Oriental,-939392263.0,17,Intake,English,Post Sentence,Residential Program,Single,1358253605.0,1,8,Medium
PRETRIAL,1,African-American,381184686.0,22,Intake,English,Post Sentence,Probation,Widowed,1358612750.0,1,8,Low
PRETRIAL,1,Caucasian,-961011663.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1358400702.0,1,8,Medium
PRETRIAL,1,African-American,-875621443.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1357426085.0,1,8,Low
PRETRIAL,1,African-American,-928520637.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1357382012.0,4,8,Medium
Probation,0,Hispanic,-946028419.0,17,Intake,English,Post Sentence,Probation,Single,1357413234.0,1,8,Medium
PRETRIAL,0,African-American,-947251622.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1359427518.0,4,8,Medium
PRETRIAL,1,Hispanic,444603875.0,17,Intake,English,Pretrial,Residential Program,Widowed,1357380783.0,2,8,Medium
Probation,0,Hispanic,-862777550.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1358472639.0,4,8,Low
PRETRIAL,1,African-American,-910549047.0,17,Intake,English,Post Sentence,Residential Program,Single,1359467838.0,4,8,Medium
Probation,1,Oriental,-148419168.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357419076.0,4,8,Medium
PRETRIAL,1,Hispanic,-910813985.0,17,Intake,English,Post Sentence,Residential Program,Single,1357478873.0,1,8,Medium
PRETRIAL,0,African-American,-903452054.0,22,Intake,English,Pretrial,Jail Inmate,Widowed,1358386179.0,4,8,Low
Probation,0,Hispanic,446921118.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357381006.0,1,8,Low
PRETRIAL,0,Hispanic,-879624193.0,17,Intake,English,Post Sentence,Probation,Divorced,1359423192.0,1,8,Medium
PRETRIAL,1,African-American,42910170.0,17,Intake,English,Pretrial,Probation,Divorced,1357487223.0,3,8,Medium
PRETRIAL,1,Asian,-242247572.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1357469010.0,1,8,Medium
PRETRIAL,1,Asian,-885615701.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1357458468.0,4,8,Low
PRETRIAL,1,Hispanic,367288938.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358446980.0,3,8,Medium
PRETRIAL,1,Hispanic,398235824.0,17,Intake,English,Post Sentence,Probation,Single,1359479416.0,1,8,Medium
PRETRIAL,1,African-American,-907414768.0,17,Intake,English,Post Sentence,Probation,Divorced,1358428124.0,3,8,Medium
Probation,0,Hispanic,335636983.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1358380325.0,4,8,Medium
PRETRIAL,0,African-American,359036675.0,17,Intake,English,Post Sentence,Probation,Single,1358351725.0,1,8,Medium
Probation,0,Hispanic,426687437.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358400345.0,4,8,Medium
PRETRIAL,1,Caucasian,-881074013.0,17,Intake,English,Pretrial,Residential Program,Divorced,1357422806.0,1,8,Medium
PRETRIAL,1,Hispanic,-922546654.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358421281.0,3,8,Medium
PRETRIAL,0,Hispanic,334377175.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358391935.0,1,8,Low
PRETRIAL,0,Caucasian,-1183997714.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358420426.0,1,8,Medium
PRETRIAL,0,Hispanic,356188806.0,17,Intake,English,Post Sentence,Residential Program,Single,1359400905.0,3,8,Medium
Probation,0,Hispanic,444696707.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1358453654.0,1,8,Low
PRETRIAL,1,Hispanic,-756471997.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1358458342.0,1,8,Medium
Probation,1,Caucasian,-737745820.0,17,Intake,English,Post Sentence,Residential Program,Separated,1359380430.0,1,8,Medium
Probation,1,Hispanic,-910357580.0,17,Intake,English,Post Sentence,Probation,Single,1358433667.0,2,8,Medium
PRETRIAL,1,African-American,-1245500841.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1357443652.0,1,8,Medium
PRETRIAL,0,Hispanic,-955824823.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1358610962.0,1,8,Medium
PRETRIAL,1,African-American,465604413.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1359440863.0,1,8,Medium
PRETRIAL,1,Hispanic,474163698.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357384319.0,1,8,Low
PRETRIAL,0,African-American,-931384203.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358508240.0,1,8,Medium
PRETRIAL,1,African-American,419047643.0,17,Intake,English,Post Sentence,Probation,Divorced,1359486725.0,1,8,Low
PRETRIAL,0,Caucasian,-879116435.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358600823.0,1,8,Medium
PRETRIAL,1,Caucasian,-956171269.0,17,Intake,English,Post Sentence,Probation,Divorced,1358358746.0,1,8,Medium
PRETRIAL,1,African-American,-896536460.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358409334.0,1,8,Low
PRETRIAL,0,African-American,390117528.0,17,Intake,English,Post Sentence,Probation,Single,1357455421.0,1,8,Medium
PRETRIAL,1,African-American,715715647.0,17,Intake,English,Pretrial,Probation,Widowed,1358388472.0,4,8,Medium
PRETRIAL,1,African-American,-877065515.0,17,Intake,English,Pretrial,Residential Program,Divorced,1358480033.0,3,8,Medium
PRETRIAL,0,African-American,279674582.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358418275.0,1,8,Medium
PRETRIAL,0,Caucasian,-958883920.0,17,Intake,English,Pretrial,Probation,Single,1358370861.0,1,8,Low
PRETRIAL,1,Hispanic,-919527730.0,17,Intake,English,Pretrial,Jail Inmate,Divorced,1357433295.0,1,8,Medium
Probation,1,Caucasian,-911906018.0,17,Intake,English,Pretrial,Probation,Single,1358255343.0,1,8,Medium
Probation,1,Hispanic,-49265731.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358490367.0,4,8,Medium
PRETRIAL,1,African-American,-888684034.0,22,Intake,English,Pretrial,Residential Program,Single,1358454847.0,1,8,Medium
PRETRIAL,1,African-American,446403055.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357410206.0,1,8,Medium
PRETRIAL,0,African-American,-328718656.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358381091.0,1,8,Medium
PRETRIAL,1,Hispanic,-860911648.0,17,Intake,English,Pretrial,Residential Program,Single,1357421431.0,1,8,Low
Probation,0,Hispanic,7183845.0,17,Intake,English,Post Sentence,Residential Program,Single,1358521411.0,1,8,Medium
PRETRIAL,1,Asian,440037664.0,17,Intake,English,Post Sentence,Probation,Divorced,1358445169.0,1,8,Low
PRETRIAL,1,African-American,-922740985.0,17,Intake,English,Post Sentence,Residential Program,Single,1357392642.0,3,8,Medium
PRETRIAL,0,African-American,278799305.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358398356.0,4,8,Medium
PRETRIAL,1,Hispanic,-707974040.0,17,Intake,English,Pretrial,Jail Inmate,Single,1357489607.0,1,8,Low
PRETRIAL,0,Asian,392595444.0,17,Intake,English,Post Sentence,Residential Program,Single,1359458914.0,1,8,Low
PRETRIAL,0,Hispanic,380343162.0,17,Intake,English,Post Sentence,Residential Program,Single,1357404631.0,3,8,Medium
PRETRIAL,0,Oriental,-898966718.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1357484348.0,2,8,Low
PRETRIAL,0,African-American,-1206806749.0,17,Intake,English,Pretrial,Jail Inmate,Widowed,1358454744.0,3,8,Medium
PRETRIAL,0,African-American,284802695.0,17,Intake,English,Post Sentence,Residential Program,Single,1357492705.0,4,8,Medium
PRETRIAL,0,Hispanic,-906000223.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358436980.0,1,8,Low
PRETRIAL,1,Hispanic,-926864332.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358487716.0,1,8,Medium
PRETRIAL,0,Hispanic,416506648.0,17,Intake,English,Post Sentence,Probation,Single,1359463715.0,3,8,Medium
PRETRIAL,0,Hispanic,766138797.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1359384253.0,1,8,Medium
PRETRIAL,0,Oriental,-912061748.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1357404344.0,1,8,Medium
PRETRIAL,0,Asian,-871775606.0,22,Intake,English,Post Sentence,Probation,Widowed,1357409516.0,1,8,Medium
Probation,0,Hispanic,-899716955.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1359400020.0,1,8,Medium
PRETRIAL,1,African-American,-708355388.0,17,Intake,English,Pretrial,Residential Program,Divorced,1358281040.0,4,8,Medium
PRETRIAL,0,Caucasian,442154391.0,17,Intake,English,Pretrial,Jail Inmate,Single,1358279518.0,1,8,Medium
PRETRIAL,1,Hispanic,308768125.0,17,Intake,English,Pretrial,Residential Program,Divorced,1359488759.0,1,8,Low
PRETRIAL,1,African-American,389808700.0,17,Intake,English,Post Sentence,Residential Program,Single,1357432232.0,2,8,Medium
Probation,1,Oriental,-892255483.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358486289.0,1,8,Medium
Probation,1,Hispanic,338050623.0,22,Intake,English,Post Sentence,Residential Program,Widowed,1358393768.0,1,8,Medium
Probation,1,African-American,458255563.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358572533.0,4,8,Medium
PRETRIAL,0,Hispanic,-949488765.0,17,Intake,English,Pretrial,Jail Inmate,Single,1358252887.0,1,8,Medium
Probation,1,African-American,367907476.0,17,Intake,English,Post Sentence,Probation,Widowed,1359495268.0,1,8,Medium
