Agency_Text,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,ScaleSet_ID,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,Screening_Date,RecSupervisionLevel,Scale_ID,ScoreText
PRETRIAL,1,Caucasian,-1073692800,22,Intake,English,Pretrial,Jail Inmate,Married,1363564800,1,8,Low
Probation,1,African-American,174441600,22,Intake,English,Post Sentence,Probation,Single,1377561600,3,8,High
Probation,1,African-American,-10627200,22,Intake,English,Other,Probation,Married,1392681600,1,8,Low
Probation,1,African-American,729993600,22,Intake,English,Pretrial,Jail Inmate,Single,1384214400,4,8,High
PRETRIAL,1,African-American,587260800,22,Intake,English,Post Sentence,Probation,Single,1400716800,1,8,Low
Probation,1,Hispanic,-284428800,22,Intake,English,Pretrial,Jail Inmate,Divorced,1417564800,1,8,Low
Probation,1,African-American,600307200,22,Intake,English,Post Sentence,Probation,Married,1393200000,1,8,Medium
PRETRIAL,0,Caucasian,641260800,22,Intake,English,Pretrial,Jail Inmate,Single,1418083200,1,8,Low
DRRD,1,Hispanic,535248000,17,Intake,English,Other,Pretrial Defendant,Single,1408492800,1,8,Low
Probation,1,Hispanic,555984000,22,Intake,English,Post Sentence,Probation,Single,1379376000,1,8,Low
PRETRIAL,1,Caucasian,-268099200,22,Intake,English,Pretrial,Jail Inmate,Divorced,1381017600,1,8,Low
Probation,1,Hispanic,742694400,22,Intake,English,Post Sentence,Probation,Single,1414368000,2,8,Medium
Probation,0,Caucasian,-164592000,22,Intake,English,Post Sentence,Probation,Married,1414108800,2,8,Medium
PRETRIAL,0,African-American,491616000,22,Intake,English,Pretrial,Jail Inmate,Single,1388793600,4,8,High
PRETRIAL,1,Caucasian,520128000,22,Intake,English,Other,Jail Inmate,Single,1418860800,2,8,Medium
PRETRIAL,0,Caucasian,170380800,22,Intake,English,Pretrial,Jail Inmate,Single,1387929600,1,8,Low
Probation,1,Caucasian,-613353600,22,Intake,English,Post Sentence,Probation,Single,1415836800,1,8,Low
Probation,0,African-American,515376000,22,Intake,English,Post Sentence,Probation,Single,1377475200,3,8,High
Probation,1,Caucasian,-166838400,22,Intake,English,Post Sentence,Probation,Married,1360540800,2,8,Medium
PRETRIAL,0,African-American,746150400,22,Intake,English,Pretrial,Jail Inmate,Single,1416614400,1,8,Low
Probation,1,Caucasian,113097600,22,Intake,English,Other,Probation,Single,1385337600,1,8,Low
PRETRIAL,1,African-American,414288000,22,Intake,English,Pretrial,Jail Inmate,Single,1363996800,1,8,Low
PRETRIAL,0,African-American,682387200,22,Intake,English,Pretrial,Jail Inmate,Single,1405209600,4,8,High
Probation,1,Caucasian,49161600,22,Intake,English,Post Sentence,Probation,Single,1360713600,2,8,Medium
Probation,1,Caucasian,164937600,22,Intake,English,Post Sentence,Probation,Married,1371427200,1,8,Low
Probation,1,Caucasian,324432000,22,Intake,English,Post Sentence,Probation,Single,1369872000,1,8,Low
PRETRIAL,0,Caucasian,524966400,22,Intake,English,Post Sentence,Probation,Single,1384473600,1,8,Low
Probation,0,Caucasian,598579200,17,Intake,English,Post Sentence,Probation,Single,1401321600,1,8,Low
Probation,1,African-American,450835200,22,Intake,English,Other,Probation,Single,1410393600,1,8,Low
Probation,1,Caucasian,-245462400,22,Intake,English,Post Sentence,Probation,Divorced,1367366400,1,8,Low
PRETRIAL,1,African-American,302918400,22,Intake,English,Pretrial,Jail Inmate,Single,1363132800,1,8,Low
DRRD,1,African-American,753840000,17,Intake,English,Post Sentence,Probation,Single,1367280000,4,8,High
PRETRIAL,1,Other,722044800,22,Intake,English,Pretrial,Jail Inmate,Single,1390003200,4,8,High
PRETRIAL,1,African-American,518227200,22,Intake,English,Pretrial,Jail Inmate,Single,1416009600,3,8,High
PRETRIAL,1,Caucasian,553478400,22,Intake,English,Pretrial,Jail Inmate,Single,1394755200,1,8,Low
Probation,1,African-American,-123379200,22,Intake,English,Post Sentence,Probation,Single,1392984000,1,8,Low
Probation,1,Hispanic,444268800,22,Intake,English,Post Sentence,Probation,Married,1387497600,1,8,Low
PRETRIAL,0,Hispanic,392169600,22,Intake,English,Pretrial,Jail Inmate,Unknown,1415491200,1,8,Low
PRETRIAL,1,Hispanic,778982400,22,Intake,English,Pretrial,Jail Inmate,Single,1366416000,2,8,Low
Probation,0,Caucasian,284256000,22,Intake,English,Post Sentence,Probation,Single,1393977600,1,8,Low
PRETRIAL,1,African-American,537753600,22,Intake,English,Pretrial,Jail Inmate,Single,1384300800,1,8,Low
Probation,1,African-American,-274665600,22,Intake,English,Post Sentence,Probation,Single,1392984000,1,8,Low
PRETRIAL,1,African-American,518745600,22,Intake,English,Pretrial,Jail Inmate,Single,1401840000,1,8,Low
PRETRIAL,1,African-American,471916800,22,Intake,English,Pretrial,Jail Inmate,Married,1363996800,3,8,High
PRETRIAL,1,Caucasian,620179200,22,Intake,English,Post Sentence,Probation,Single,1385510400,1,8,Medium
PRETRIAL,0,Caucasian,715651200,22,Intake,English,Post Sentence,Probation,Single,1361404800,2,8,Medium
PRETRIAL,1,African-American,139104000,22,Intake,English,Pretrial,Jail Inmate,Single,1380672000,1,8,Low
Probation,1,Other,-429148800,22,Intake,English,Post Sentence,Probation,Married,1367798400,1,8,Low
PRETRIAL,0,Caucasian,750556800,22,Intake,English,Pretrial,Jail Inmate,Single,1382659200,1,8,Medium
PRETRIAL,1,Caucasian,-209260800,22,Intake,English,Pretrial,Jail Inmate,Single,1418688000,2,8,Medium
Broward County,1,Hispanic,695174400,22,Intake,English,Pretrial,Jail Inmate,Single,1375833600,1,8,Low
Probation,0,Caucasian,636508800,22,Intake,English,Post Sentence,Probation,Single,1405468800,2,8,Medium
PRETRIAL,1,Caucasian,394761600,22,Intake,English,Pretrial,Jail Inmate,Single,1412467200,1,8,Low
Probation,0,Caucasian,463104000,22,Intake,English,Post Sentence,Probation,Single,1380844800,1,8,Low
Probation,1,African-American,226281600,22,Intake,English,Pretrial,Jail Inmate,Single,1409097600,4,8,High
Probation,1,Caucasian,-192585600,22,Intake,English,Post Sentence,Jail Inmate,Divorced,1384732800,1,8,Low
PRETRIAL,1,Caucasian,178156800,22,Intake,English,Other,Probation,Married,1393977600,1,8,Low
PRETRIAL,1,African-American,426902400,22,Intake,English,Pretrial,Jail Inmate,Single,1410998400,3,8,High
Probation,1,African-American,-138931200,22,Intake,English,Other,Probation,Single,1416268800,3,8,High
PRETRIAL,1,African-American,417139200,22,Intake,English,Post Sentence,Probation,Single,1358294400,4,8,High
PRETRIAL,1,Caucasian,76723200,22,Intake,English,Pretrial,Jail Inmate,Single,1361318400,1,8,Low
PRETRIAL,1,African-American,756345600,22,Intake,English,Pretrial,Jail Inmate,Single,1394668800,1,8,Low
Probation,0,Caucasian,639273600,22,Intake,English,Post Sentence,Probation,Single,1388966400,1,8,Medium
DRRD,1,African-American,588729600,17,Intake,English,Post Sentence,Probation,Single,1404864000,2,8,Medium
PRETRIAL,0,African-American,753667200,22,Intake,English,Pretrial,Jail Inmate,Single,1379203200,3,8,High
PRETRIAL,1,African-American,370483200,22,Intake,English,Pretrial,Jail Inmate,Single,1383091200,1,8,Low
PRETRIAL,1,Caucasian,-561081600,22,Intake,English,Pretrial,Jail Inmate,Divorced,1383091200,1,8,Low
PRETRIAL,1,African-American,634176000,22,Intake,English,Pretrial,Jail Inmate,Single,1400284800,4,8,High
Probation,1,Caucasian,-38880000,22,Intake,English,Pretrial,Jail Inmate,Divorced,1391472000,1,8,Low
PRETRIAL,1,African-American,463017600,22,Intake,English,Post Sentence,Probation,Single,1386028800,3,8,High
PRETRIAL,1,African-American,-33177600,22,Intake,English,Pretrial,Jail Inmate,Single,1395360000,1,8,Low
PRETRIAL,0,African-American,692236800,22,Intake,English,Pretrial,Pretrial Defendant,Single,1363046400,1,8,Low
Probation,1,Other,530150400,22,Intake,English,Other,Probation,Single,1359331200,1,8,Low
PRETRIAL,1,African-American,754012800,22,Intake,English,Pretrial,Jail Inmate,Single,1365552000,2,8,Medium
PRETRIAL,1,African-American,243734400,22,Intake,English,Pretrial,Jail Inmate,Single,1361145600,1,8,Low
Probation,1,Caucasian,210470400,22,Intake,English,Post Sentence,Probation,Married,1376006400,1,8,Low
PRETRIAL,1,Caucasian,-375926400,22,Intake,English,Pretrial,Jail Inmate,Single,1394323200,1,8,Low
PRETRIAL,1,African-American,185068800,22,Intake,English,Pretrial,Jail Inmate,Married,1406073600,1,8,Medium
Probation,0,African-American,445219200,22,Intake,English,Post Sentence,Probation,Single,1383177600,1,8,Low
PRETRIAL,1,African-American,-725846400,22,Intake,English,Pretrial,Jail Inmate,Divorced,1405555200,1,8,Low
PRETRIAL,1,African-American,346809600,22,Intake,English,Pretrial,Jail Inmate,Single,1383264000,1,8,Low
Probation,1,Caucasian,367632000,22,Intake,English,Post Sentence,Probation,Single,1413936000,2,8,Medium
PRETRIAL,0,African-American,608428800,22,Intake,English,Pretrial,Jail Inmate,Single,1379721600,1,8,Low
Probation,1,African-American,-44409600,22,Intake,English,Post Sentence,Probation,Single,1383264000,1,8,Low
Probation,0,African-American,521510400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1408492800,1,8,Low
Probation,0,Hispanic,740361600,22,Intake,English,Other,Probation,Single,1411084800,1,8,Medium
PRETRIAL,1,African-American,369619200,22,Intake,English,Pretrial,Pretrial Defendant,Single,1367193600,1,8,Low
PRETRIAL,1,Hispanic,649468800,22,Intake,English,Other,Probation,Single,1399852800,1,8,Low
Probation,0,Caucasian,354844800,22,Intake,English,Post Sentence,Probation,Single,1379376000,1,8,Low
PRETRIAL,1,Caucasian,649641600,22,Intake,English,Pretrial,Jail Inmate,Single,1363651200,2,8,Medium
Probation,1,Caucasian,670032000,22,Intake,English,Post Sentence,Probation,Single,1392768000,1,8,Medium
Probation,1,Hispanic,668390400,22,Intake,English,Other,Probation,Single,1415836800,1,8,Low
PRETRIAL,1,African-American,654998400,22,Intake,English,Pretrial,Jail Inmate,Single,1361059200,1,8,Low
PRETRIAL,1,Caucasian,403142400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1376870400,1,8,Low
PRETRIAL,1,African-American,-149299200,22,Intake,English,Pretrial,Jail Inmate,Single,1394928000,1,8,Low
PRETRIAL,1,Caucasian,-129340800,22,Intake,English,Pretrial,Pretrial Defendant,Single,1360886400,1,8,Low
PRETRIAL,1,African-American,-133488000,22,Intake,English,Pretrial,Jail Inmate,Divorced,1414627200,1,8,Low
PRETRIAL,1,Caucasian,265075200,22,Intake,English,Pretrial,Pretrial Defendant,Married,1387411200,2,8,Medium
PRETRIAL,1,African-American,457833600,22,Intake,English,Pretrial,Jail Inmate,Single,1364774400,4,8,High
PRETRIAL,1,Caucasian,-122688000,22,Intake,English,Pretrial,Jail Inmate,Separated,1375488000,1,8,Low
Probation,1,Caucasian,333676800,22,Intake,English,Post Sentence,Probation,Divorced,1358208000,1,8,Low
Probation,1,Caucasian,-95558400,22,Intake,English,Post Sentence,Probation,Single,1362960000,1,8,Low
PRETRIAL,1,Caucasian,-123897600,22,Intake,English,Pretrial,Jail Inmate,Divorced,1395014400,1,8,Low
Probation,1,Caucasian,-229132800,22,Intake,English,Post Sentence,Probation,Divorced,1363046400,1,8,Low
PRETRIAL,1,Caucasian,-232243200,22,Intake,English,Pretrial,Jail Inmate,Single,1405728000,1,8,Low
PRETRIAL,1,African-American,416275200,22,Intake,English,Pretrial,Pretrial Defendant,Single,1407110400,1,8,Medium
PRETRIAL,1,African-American,620438400,22,Intake,English,Pretrial,Jail Inmate,Single,1419292800,4,8,High
PRETRIAL,1,African-American,265248000,22,Intake,English,Pretrial,Jail Inmate,Married,1359590400,1,8,Medium
Probation,1,African-American,729993600,17,Intake,English,Pretrial,Pretrial Defendant,Single,1396396800,4,8,High
PRETRIAL,1,Caucasian,66700800,22,Intake,English,Pretrial,Jail Inmate,Single,1419552000,1,8,Low
Probation,1,African-American,694915200,22,Intake,English,Post Sentence,Probation,Single,1369785600,2,8,Medium
PRETRIAL,0,Caucasian,676166400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1399939200,2,8,Medium
PRETRIAL,1,African-American,783129600,22,Intake,English,Pretrial,Jail Inmate,Single,1376092800,3,8,High
PRETRIAL,1,African-American,665452800,17,Intake,English,Post Sentence,Probation,Single,1358812800,4,8,High
PRETRIAL,1,African-American,586483200,22,Intake,English,Post Sentence,Probation,Single,1370822400,2,8,Medium
Probation,1,Caucasian,456019200,22,Intake,English,Post Sentence,Probation,Single,1363651200,3,8,High
PRETRIAL,1,Caucasian,139881600,22,Intake,English,Pretrial,Jail Inmate,Divorced,1399334400,1,8,Low
PRETRIAL,1,African-American,660268800,22,Intake,English,Pretrial,Jail Inmate,Single,1363651200,4,8,High
PRETRIAL,1,African-American,689990400,22,Intake,English,Pretrial,Jail Inmate,Single,1383955200,1,8,Low
PRETRIAL,1,African-American,558576000,22,Intake,English,Pretrial,Jail Inmate,Single,1405555200,1,8,Low
Probation,0,Hispanic,213494400,22,Intake,English,Post Sentence,Probation,Single,1382918400,1,8,Low
PRETRIAL,1,African-American,16502400,22,Intake,English,Pretrial,Jail Inmate,Single,1367193600,1,8,Low
PRETRIAL,1,Caucasian,-318988800,22,Intake,English,Pretrial,Jail Inmate,Single,1417132800,1,8,Low
Probation,1,African-American,393379200,22,Intake,English,Other,Probation,Single,1380499200,2,8,Medium
PRETRIAL,1,African-American,406598400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1381104000,1,8,Low
PRETRIAL,1,African-American,326764800,22,Intake,English,Pretrial,Jail Inmate,Single,1358726400,1,8,Low
PRETRIAL,1,Hispanic,61689600,22,Intake,English,Pretrial,Jail Inmate,Divorced,1403395200,1,8,Low
DRRD,1,African-American,226886400,17,Intake,English,Probation Violator,Parole,Single,1398816000,1,8,Low
DRRD,0,Caucasian,768096000,17,Intake,English,Post Sentence,Pretrial Defendant,Single,1358121600,4,8,High
PRETRIAL,1,African-American,364608000,22,Intake,English,Pretrial,Jail Inmate,Single,1379721600,1,8,Low
Probation,1,Hispanic,666835200,22,Intake,English,Post Sentence,Probation,Single,1381708800,1,8,Low
PRETRIAL,0,Caucasian,-287193600,22,Intake,English,Pretrial,Jail Inmate,Single,1390521600,1,8,Low
PRETRIAL,1,Caucasian,772848000,22,Intake,English,Pretrial,Jail Inmate,Single,1383782400,2,8,Medium
PRETRIAL,1,Hispanic,499910400,22,Intake,English,Pretrial,Jail Inmate,Single,1398643200,3,8,High
Probation,1,Hispanic,502329600,22,Intake,English,Post Sentence,Probation,Single,1407196800,1,8,Low
PRETRIAL,1,Hispanic,-691200,22,Intake,Spanish,Pretrial,Pretrial Defendant,Single,1413849600,1,8,Low
PRETRIAL,1,Caucasian,-717552000,22,Intake,English,Pretrial,Jail Inmate,Married,1415836800,1,8,Low
PRETRIAL,1,African-American,195264000,22,Intake,English,Pretrial,Jail Inmate,Single,1366848000,1,8,Low
Probation,1,Caucasian,380160000,22,Intake,English,Post Sentence,Probation,Single,1396483200,2,8,Medium
PRETRIAL,1,African-American,634348800,22,Intake,English,Pretrial,Jail Inmate,Single,1378857600,1,8,Low
PRETRIAL,1,African-American,347068800,17,Intake,English,Post Sentence,Probation,Single,1403654400,1,8,Low
PRETRIAL,1,Caucasian,409795200,22,Intake,English,Pretrial,Pretrial Defendant,Married,1408492800,2,8,Medium
PRETRIAL,1,African-American,766454400,22,Intake,English,Pretrial,Jail Inmate,Single,1364601600,1,8,Low
PRETRIAL,1,Hispanic,775785600,22,Intake,English,Pretrial,Pretrial Defendant,Single,1373846400,2,8,Medium
PRETRIAL,1,Caucasian,471744000,22,Intake,English,Pretrial,Pretrial Defendant,Single,1389139200,1,8,Low
Probation,1,Hispanic,269481600,22,Intake,English,Other,Probation,Married,1412640000,1,8,Low
Probation,0,Hispanic,314496000,22,Intake,English,Other,Probation,Married,1379894400,1,8,Low
PRETRIAL,1,Other,590112000,22,Intake,English,Pretrial,Jail Inmate,Married,1404864000,1,8,Low
PRETRIAL,1,Caucasian,158803200,22,Intake,English,Pretrial,Jail Inmate,Married,1360972800,1,8,Low
PRETRIAL,1,Caucasian,80352000,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1367107200,1,8,Low
PRETRIAL,1,Caucasian,369446400,22,Intake,English,Pretrial,Jail Inmate,Single,1392076800,2,8,Medium
DRRD,1,African-American,501811200,17,Intake,English,Post Sentence,Probation,Married,1360627200,1,8,Low
Probation,1,Asian,-151459200,22,Intake,English,Post Sentence,Probation,Divorced,1412121600,1,8,Low
PRETRIAL,1,African-American,240278400,22,Intake,English,Pretrial,Jail Inmate,Married,1361491200,1,8,Low
PRETRIAL,1,African-American,-396403200,17,Intake,English,Pretrial,Pretrial Defendant,Single,1409702400,2,8,Medium
Probation,1,Caucasian,598665600,22,Intake,English,Post Sentence,Probation,Single,1393459200,1,8,Medium
PRETRIAL,0,Caucasian,728956800,22,Intake,English,Pretrial,Jail Inmate,Single,1412294400,1,8,Low
Probation,1,Caucasian,309916800,22,Intake,English,Post Sentence,Probation,Divorced,1401840000,3,8,High
PRETRIAL,1,Caucasian,-642211200,17,Intake,English,Post Sentence,Probation,Divorced,1396915200,1,8,Low
Probation,1,African-American,-205804800,22,Intake,English,Other,Probation,Married,1407369600,1,8,Low
Probation,1,Caucasian,-412646400,22,Intake,English,Post Sentence,Probation,Single,1392249600,1,8,Low
PRETRIAL,0,Caucasian,294710400,22,Intake,English,Pretrial,Jail Inmate,Separated,1415836800,3,8,High
PRETRIAL,0,Caucasian,586224000,22,Intake,English,Pretrial,Jail Inmate,Single,1416614400,1,8,Low
Probation,1,African-American,571449600,22,Intake,English,Post Sentence,Probation,Single,1365552000,1,8,Medium
PRETRIAL,1,African-American,338169600,22,Intake,English,Pretrial,Jail Inmate,Single,1362182400,4,8,High
PRETRIAL,1,Caucasian,491616000,22,Intake,English,Post Sentence,Probation,Single,1382486400,1,8,Low
PRETRIAL,1,Caucasian,657331200,22,Intake,English,Pretrial,Pretrial Defendant,Single,1405641600,1,8,Medium
PRETRIAL,1,African-American,765590400,22,Intake,English,Other,Probation,Single,1405641600,3,8,High
PRETRIAL,0,Other,211334400,22,Intake,English,Pretrial,Jail Inmate,Single,1402012800,1,8,Low
Probation,1,African-American,509587200,22,Intake,English,Post Sentence,Probation,Single,1405296000,2,8,Medium
Probation,1,Caucasian,499219200,17,Intake,English,Pretrial,Jail Inmate,Single,1413936000,3,8,High
Probation,1,Hispanic,788572800,22,Intake,English,Post Sentence,Probation,Single,1406160000,2,8,Medium
PRETRIAL,1,African-American,631411200,22,Intake,English,Pretrial,Jail Inmate,Separated,1404172800,1,8,Low
PRETRIAL,1,African-American,717379200,22,Intake,English,Pretrial,Jail Inmate,Single,1391212800,2,8,Medium
PRETRIAL,0,Caucasian,712454400,22,Intake,English,Pretrial,Jail Inmate,Single,1362873600,2,8,Medium
PRETRIAL,1,African-American,700444800,22,Intake,English,Pretrial,Jail Inmate,Single,1381708800,2,8,Medium
PRETRIAL,1,Caucasian,-128908800,22,Intake,English,Post Sentence,Probation,Married,1370390400,1,8,Low
Probation,1,Caucasian,-86227200,22,Intake,English,Other,Probation,Separated,1363824000,1,8,Low
PRETRIAL,1,Caucasian,-381628800,22,Intake,English,Post Sentence,Probation,Married,1394582400,1,8,Low
PRETRIAL,1,Caucasian,453945600,22,Intake,English,Pretrial,Jail Inmate,Single,1412726400,4,8,High
Probation,0,Hispanic,569808000,22,Intake,English,Post Sentence,Probation,Single,1401667200,2,8,Medium
PRETRIAL,1,Caucasian,156038400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1370217600,1,8,Low
PRETRIAL,1,African-American,560649600,22,Intake,English,Pretrial,Jail Inmate,Single,1358121600,4,8,High
PRETRIAL,1,African-American,813024000,22,Intake,English,Pretrial,Pretrial Defendant,Single,1410912000,4,8,High
PRETRIAL,0,Caucasian,-330134400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1407801600,1,8,Low
Probation,1,Caucasian,282614400,22,Intake,English,Post Sentence,Probation,Married,1394755200,1,8,Low
PRETRIAL,1,Other,297907200,22,Intake,English,Pretrial,Jail Inmate,Single,1375315200,1,8,Low
PRETRIAL,0,African-American,303004800,22,Intake,English,Pretrial,Jail Inmate,Single,1399680000,1,8,Low
PRETRIAL,1,African-American,-221702400,22,Intake,English,Pretrial,Jail Inmate,Single,1365033600,2,8,Medium
Probation,1,Hispanic,692582400,22,Intake,English,Other,Probation,Single,1399248000,2,8,Medium
PRETRIAL,1,African-American,679449600,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1379980800,1,8,Low
PRETRIAL,1,African-American,609638400,22,Intake,English,Pretrial,Jail Inmate,Single,1361318400,2,8,Medium
Probation,1,Hispanic,366249600,22,Intake,English,Other,Probation,Married,1368057600,1,8,Low
PRETRIAL,0,Caucasian,519436800,22,Intake,English,Pretrial,Pretrial Defendant,Single,1392249600,1,8,Medium
Probation,1,Other,-525484800,22,Intake,English,Other,Probation,Single,1363737600,1,8,Low
Probation,1,African-American,154224000,22,Intake,English,Post Sentence,Probation,Single,1406160000,1,8,Low
PRETRIAL,1,African-American,268963200,22,Intake,English,Pretrial,Pretrial Defendant,Married,1381276800,1,8,Low
PRETRIAL,1,Caucasian,459993600,22,Intake,English,Post Sentence,Probation,Separated,1395100800,3,8,High
Probation,1,Hispanic,-49939200,22,Intake,English,Other,Probation,Divorced,1401148800,1,8,Low
PRETRIAL,1,Caucasian,494121600,22,Intake,English,Pretrial,Jail Inmate,Single,1362528000,1,8,Medium
Probation,1,Hispanic,205718400,22,Intake,English,Post Sentence,Probation,Single,1379462400,1,8,Low
PRETRIAL,0,African-American,715996800,22,Intake,English,Pretrial,Jail Inmate,Single,1362787200,2,8,Medium
PRETRIAL,1,Caucasian,-345772800,22,Intake,English,Pretrial,Pretrial Defendant,Single,1379980800,1,8,Low
Probation,1,African-American,123465600,22,Intake,English,Pretrial,Jail Inmate,Separated,1407715200,1,8,Low
Probation,1,African-American,-264470400,22,Intake,English,Post Sentence,Probation,Married,1383782400,1,8,Low
PRETRIAL,1,Caucasian,349401600,17,Intake,English,Pretrial,Jail Inmate,Single,1396396800,2,8,Medium
PRETRIAL,1,Hispanic,227404800,22,Intake,English,Pretrial,Pretrial Defendant,Married,1412640000,1,8,Low
PRETRIAL,1,Other,166060800,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1378684800,1,8,Low
PRETRIAL,0,African-American,551836800,22,Intake,English,Pretrial,Jail Inmate,Single,1382313600,1,8,Low
Probation,1,Hispanic,699580800,22,Intake,English,Post Sentence,Probation,Single,1406246400,2,8,Medium
Probation,1,Caucasian,172886400,22,Intake,English,Post Sentence,Probation,Single,1386547200,1,8,Low
PRETRIAL,1,Other,779673600,22,Intake,English,Pretrial,Jail Inmate,Single,1381536000,2,8,Low
Probation,1,African-American,45792000,22,Intake,English,Post Sentence,Probation,Single,1392681600,1,8,Low
Probation,1,Caucasian,427248000,22,Intake,English,Post Sentence,Probation,Single,1405296000,1,8,Low
Probation,1,African-American,548208000,22,Intake,English,Pretrial,Jail Inmate,Single,1403222400,1,8,Low
PRETRIAL,1,African-American,709516800,22,Intake,English,Pretrial,Jail Inmate,Single,1367884800,4,8,High
PRETRIAL,1,African-American,655776000,22,Intake,English,Pretrial,Jail Inmate,Single,1366934400,1,8,Low
PRETRIAL,1,African-American,620611200,22,Intake,English,Pretrial,Jail Inmate,Separated,1367193600,1,8,Low
Probation,1,African-American,690681600,22,Intake,English,Pretrial,Jail Inmate,Single,1357171200,2,8,Medium
PRETRIAL,1,African-American,644803200,22,Intake,English,Pretrial,Jail Inmate,Single,1364342400,1,8,Medium
PRETRIAL,0,Caucasian,319507200,22,Intake,English,Pretrial,Jail Inmate,Separated,1391126400,1,8,Low
PRETRIAL,1,Caucasian,-31363200,22,Intake,English,Pretrial,Jail Inmate,Divorced,1379116800,1,8,Low
Probation,1,Caucasian,647654400,22,Intake,English,Other,Probation,Single,1397001600,1,8,Low
PRETRIAL,1,African-American,493948800,22,Intake,English,Post Sentence,Probation,Single,1405296000,2,8,Medium
Probation,1,Asian,530150400,22,Intake,English,Other,Probation,Single,1359590400,1,8,Low
PRETRIAL,1,Caucasian,-214444800,22,Intake,English,Pretrial,Jail Inmate,Married,1365984000,1,8,Low
PRETRIAL,1,African-American,527558400,22,Intake,English,Post Sentence,Probation,Single,1377561600,1,8,Low
PRETRIAL,1,African-American,596505600,17,Intake,English,Post Sentence,Probation,Single,1386633600,3,8,High
Probation,0,Caucasian,-216259200,22,Intake,English,Post Sentence,Probation,Single,1416182400,1,8,Low
Probation,1,African-American,161740800,22,Intake,English,Post Sentence,Probation,Single,1372723200,1,8,Low
PRETRIAL,1,Native American,654825600,22,Intake,English,Other,Probation,Married,1405555200,3,8,High
PRETRIAL,1,African-American,769392000,22,Intake,English,Pretrial,Jail Inmate,Single,1382572800,2,8,Medium
PRETRIAL,1,African-American,399513600,22,Intake,English,Pretrial,Jail Inmate,Married,1404604800,3,8,High
Probation,1,Caucasian,464745600,22,Intake,English,Post Sentence,Probation,Married,1360108800,3,8,High
PRETRIAL,1,Caucasian,295574400,22,Intake,English,Post Sentence,Probation,Single,1376352000,1,8,Low
Probation,0,Hispanic,113529600,22,Intake,English,Other,Probation,Married,1379548800,1,8,Low
PRETRIAL,1,African-American,541814400,22,Intake,English,Pretrial,Jail Inmate,Single,1363910400,4,8,High
PRETRIAL,1,African-American,309225600,22,Intake,English,Pretrial,Jail Inmate,Single,1368403200,2,8,Medium
PRETRIAL,1,African-American,521856000,22,Intake,English,Pretrial,Jail Inmate,Single,1363132800,1,8,Low
Probation,1,African-American,426988800,17,Intake,English,Pretrial,Jail Inmate,Single,1361232000,1,8,Medium
PRETRIAL,1,Caucasian,744508800,22,Intake,English,Pretrial,Jail Inmate,Single,1360540800,2,8,Medium
Probation,1,Hispanic,23241600,22,Intake,English,Post Sentence,Probation,Married,1397692800,1,8,Low
PRETRIAL,1,Hispanic,798076800,17,Intake,English,Post Sentence,Probation,Single,1408665600,4,8,High
PRETRIAL,1,Caucasian,-9331200,22,Intake,English,Pretrial,Pretrial Defendant,Single,1370563200,1,8,Low
PRETRIAL,1,African-American,165628800,22,Intake,English,Pretrial,Jail Inmate,Married,1361318400,1,8,Low
PRETRIAL,1,Hispanic,733104000,22,Intake,English,Pretrial,Jail Inmate,Single,1398643200,1,8,Low
PRETRIAL,1,African-American,371692800,22,Intake,English,Pretrial,Jail Inmate,Single,1378252800,3,8,High
PRETRIAL,0,African-American,582768000,22,Intake,English,Pretrial,Jail Inmate,Single,1413590400,1,8,Low
PRETRIAL,1,Caucasian,-50889600,17,Intake,English,Conditional Release,Probation,Single,1372291200,1,8,Low
PRETRIAL,1,Caucasian,17107200,22,Intake,English,Pretrial,Pretrial Defendant,Single,1379980800,1,8,Low
Probation,1,Caucasian,166752000,22,Intake,English,Post Sentence,Probation,Single,1368489600,1,8,Low
PRETRIAL,0,Caucasian,-243561600,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1398297600,3,8,High
PRETRIAL,1,African-American,369619200,22,Intake,English,Pretrial,Pretrial Defendant,Single,1398816000,3,8,High
PRETRIAL,0,African-American,-748224000,22,Intake,English,Pretrial,Jail Inmate,Single,1359331200,1,8,Low
PRETRIAL,1,Hispanic,500774400,22,Intake,English,Pretrial,Jail Inmate,Single,1383350400,1,8,Medium
PRETRIAL,1,African-American,105235200,22,Intake,English,Pretrial,Jail Inmate,Single,1409011200,1,8,Low
PRETRIAL,1,African-American,422928000,22,Intake,English,Pretrial,Jail Inmate,Single,1397606400,1,8,Low
PRETRIAL,1,Caucasian,307756800,22,Intake,English,Pretrial,Jail Inmate,Single,1386201600,1,8,Medium
